league,team1,team2,measurements,ngame,score_diff,win1,win2,final_score_diff,score_diff_delta
Euroleague,Zalgiris,Maccabi Tel Aviv,43,35147,-10,4.94,1.21,5,15
Euroleague,Zalgiris,Maccabi Tel Aviv,44,35147,-12,6.11,1.16,5,17
Euroleague,Zalgiris,Maccabi Tel Aviv,45,35147,-11,5.31,1.19,5,16
Euroleague,Zalgiris,Maccabi Tel Aviv,46,35147,-9,4.46,1.24,5,14
Euroleague,Zalgiris,Maccabi Tel Aviv,47,35147,-9,4.72,1.22,5,14
Euroleague,Zalgiris,Maccabi Tel Aviv,48,35147,-11,5.77,1.17,5,16
Euroleague,Zalgiris,Maccabi Tel Aviv,49,35147,-7,3.14,1.39,5,12
Euroleague,Zalgiris,Maccabi Tel Aviv,50,35147,-2,2.2,1.69,5,7
Euroleague,Zalgiris,Maccabi Tel Aviv,51,35147,-2,2.26,1.66,5,7
Euroleague,Zalgiris,Maccabi Tel Aviv,52,35147,0,1.84,1.99,5,5
Euroleague,Zalgiris,Maccabi Tel Aviv,53,35147,0,1.81,2.02,5,5
Euroleague,Zalgiris,Maccabi Tel Aviv,54,35147,0,1.78,2.06,5,5
Euroleague,Zalgiris,Maccabi Tel Aviv,55,35147,2,1.48,2.74,5,3
Euroleague,Zalgiris,Maccabi Tel Aviv,56,35147,7,1.16,6.11,5,-2
Euroleague,Zalgiris,Maccabi Tel Aviv,57,35147,8,1.1,8.7,5,-3
Euroleague,Zalgiris,Maccabi Tel Aviv,58,35147,4,1.27,4.1,5,1
Euroleague,Zalgiris,Maccabi Tel Aviv,59,35147,2,1.46,2.81,5,3
Euroleague,Zalgiris,Maccabi Tel Aviv,60,35147,4,1.39,3.14,5,1
Euroleague,Zalgiris,Maccabi Tel Aviv,61,35147,3,1.37,3.256,5,2
Euroleague,Zalgiris,Maccabi Tel Aviv,62,35147,1,1.37,3.256,5,4
China Championship U21,Zhejiang Lions U21,Guangzhou Long-Lions U21,4,35449,3,1.01,15,33,30
